direction,is_congested,weather,temp,rain_mm,humidity,visibility,day_of_week,is_holiday,is_rush_hour,adverse_weather_score,rush_weather_interaction
1,0,1,21.0,0.0,60.24,10000.0,5,0,0,0,0
0,1,1,20.5,0.0,63.47,10200.0,5,0,1,0,0
1,1,1,20.5,0.0,63.47,10200.0,5,0,1,0,0
0,1,1,20.0,0.0,68.38,10000.0,5,0,1,0,0
1,1,1,20.0,0.0,68.38,10000.0,5,0,1,0,0
0,0,1,19.0,0.0,68.18,10000.0,5,0,0,0,0
1,0,1,19.0,0.0,68.18,10000.0,5,0,0,0,0
0,0,1,19.4,0.0,66.7,10000.0,5,0,0,0,0
1,0,1,19.4,0.0,66.7,10000.0,5,0,0,0,0
0,0,2,19.0,0.0,100.0,4000.0,4,0,0,0,0
1,0,2,19.0,0.0,100.0,4000.0,4,0,0,0,0
0,0,1,20.0,0.0,93.28,8500.0,4,0,1,0,0
1,0,1,20.0,0.0,93.28,8500.0,4,0,1,0,0
0,0,1,20.0,0.0,93.28,8500.0,4,0,1,0,0
1,0,1,20.0,0.0,93.28,8500.0,4,0,1,0,0
0,0,2,22.4,0.1,86.39,10200.0,4,0,0,1,0
1,0,2,22.4,0.1,86.39,10200.0,4,0,0,1,0
0,0,1,24.0,0.2,73.63,10000.0,4,0,0,1,0
1,0,1,24.0,0.2,73.63,10000.0,4,0,0,1,0
0,0,1,25.0,0.1,69.36,10000.0,4,0,0,1,0
1,0,1,25.0,0.1,69.36,10000.0,4,0,0,1,0
0,1,1,24.1,0.1,73.74,10200.0,4,0,1,1,1
1,0,1,24.1,0.1,73.74,10200.0,4,0,1,1,1
0,1,2,24.0,0.0,73.63,10000.0,4,0,1,0,0
1,1,2,24.0,0.0,73.63,10000.0,4,0,1,0,0
0,0,2,21.0,0.0,88.35,10000.0,4,0,0,0,0
1,0,2,21.0,0.0,88.35,10000.0,4,0,0,0,0
0,0,0,20.4,0.0,89.5,8800.0,4,0,0,0,0
1,0,0,20.4,0.0,89.5,8800.0,4,0,0,0,0
0,0,1,17.0,0.0,93.84,3000.0,3,0,0,0,0
1,0,1,17.0,0.0,93.84,3000.0,3,0,0,0,0
0,0,1,17.4,0.0,93.83,7400.0,3,0,1,0,0
1,0,1,17.4,0.0,93.83,7400.0,3,0,1,0,0
0,1,1,17.4,0.0,93.83,7400.0,3,0,1,0,0
1,1,1,17.4,0.0,93.83,7400.0,3,0,1,0,0
0,0,1,19.7,0.0,84.83,8000.0,3,0,0,0,0
1,0,1,19.7,0.0,84.83,8000.0,3,0,0,0,0
0,0,1,22.0,0.0,73.29,5000.0,3,0,0,0,0
1,0,1,22.0,0.0,73.29,5000.0,3,0,0,0,0
0,0,2,24.3,0.0,64.99,10000.0,3,0,0,0,0
1,0,2,24.3,0.0,64.99,10000.0,3,0,0,0,0
0,0,2,24.8,0.0,62.55,10200.0,3,0,1,0,0
1,0,2,24.8,0.0,62.55,10200.0,3,0,1,0,0
0,1,2,24.0,0.0,64.93,10000.0,3,0,1,0,0
1,1,2,24.0,0.0,64.93,10000.0,3,0,1,0,0
0,0,2,22.0,0.0,78.06,10000.0,3,0,0,0,0
1,0,2,22.0,0.0,78.06,10000.0,3,0,0,0,0
0,0,1,21.4,0.0,83.53,10000.0,3,0,0,0,0
1,0,1,21.4,0.0,83.53,10000.0,3,0,0,0,0
0,0,0,17.0,0.0,88.01,8000.0,2,0,0,0,0
1,0,0,17.0,0.0,88.01,8000.0,2,0,0,0,0
0,0,1,17.1,0.0,88.04,8600.0,2,0,1,0,0
1,1,1,17.1,0.0,88.04,8600.0,2,0,1,0,0
0,1,1,17.1,0.0,88.04,8600.0,2,0,1,0,0
1,1,1,17.1,0.0,88.04,8600.0,2,0,1,0,0
0,0,2,21.0,0.0,69.18,9700.0,2,0,0,0,0
1,0,2,21.0,0.0,69.18,9700.0,2,0,0,0,0
0,0,2,23.0,0.0,64.72,8000.0,2,0,0,0,0
1,0,2,23.0,0.0,64.72,8000.0,2,0,0,0,0
0,0,1,24.0,0.0,57.15,10000.0,2,0,0,0,0
1,0,1,24.0,0.0,57.15,10000.0,2,0,0,0,0
0,0,0,23.1,0.0,62.59,9000.0,2,0,1,0,0
1,0,0,23.1,0.0,62.59,9000.0,2,0,1,0,0
0,1,2,23.0,0.0,60.7,8000.0,2,0,1,0,0
1,1,2,23.0,0.0,60.7,8000.0,2,0,1,0,0
0,0,0,20.0,0.0,72.94,7000.0,2,0,0,0,0
1,0,0,20.0,0.0,72.94,7000.0,2,0,0,0,0
0,0,0,18.4,0.0,85.7,9100.0,2,0,0,0,0
1,0,0,18.4,0.0,85.7,9100.0,2,0,0,0,0
0,0,0,16.0,0.0,100.0,3000.0,1,0,0,0,0
1,0,0,16.0,0.0,100.0,3000.0,1,0,0,0,0
0,0,1,16.7,0.0,96.14,3100.0,1,0,1,0,0
1,1,1,16.7,0.0,96.14,3100.0,1,0,1,0,0
0,1,1,16.7,0.0,96.14,3100.0,1,0,1,0,0
1,1,1,16.7,0.0,96.14,3100.0,1,0,1,0,0
0,0,1,20.5,0.0,79.35,8300.0,1,0,0,0,0
1,0,1,20.5,0.0,79.35,8300.0,1,0,0,0,0
0,0,1,23.0,0.0,68.97,5000.0,1,0,0,0,0
1,0,1,23.0,0.0,68.97,5000.0,1,0,0,0,0
0,0,1,23.0,0.0,64.72,6000.0,1,0,0,0,0
1,0,1,23.0,0.0,64.72,6000.0,1,0,0,0,0
0,1,1,23.0,0.0,67.84,8600.0,1,0,1,0,0
1,0,1,23.0,0.0,67.84,8600.0,1,0,1,0,0
0,1,0,22.0,0.0,73.29,5000.0,1,0,1,0,0
1,0,0,22.0,0.0,73.29,5000.0,1,0,1,0,0
0,0,0,20.0,0.0,82.87,4000.0,1,0,0,0,0
1,0,0,20.0,0.0,82.87,4000.0,1,0,0,0,0
0,0,1,18.4,0.0,90.3,8100.0,1,0,0,0,0
1,0,1,18.4,0.0,90.3,8100.0,1,0,0,0,0
0,0,1,16.0,0.0,93.79,4000.0,0,0,0,0,0
1,0,1,16.0,0.0,93.79,4000.0,0,0,0,0,0
0,1,1,15.7,0.1,94.22,7600.0,0,0,1,1,1
1,1,1,15.7,0.1,94.22,7600.0,0,0,1,1,1
0,1,1,15.7,0.1,94.22,7600.0,0,0,1,1,1
1,1,1,15.7,0.1,94.22,7600.0,0,0,1,1,1
0,0,1,16.8,0.2,91.27,3500.0,0,0,0,1,0
1,0,1,16.8,0.2,91.27,3500.0,0,0,0,1,0
0,0,1,17.0,0.1,93.84,3000.0,0,0,0,1,0
1,0,1,17.0,0.1,93.84,3000.0,0,0,0,1,0
0,0,1,19.0,0.0,82.75,3000.0,0,0,0,0,0
1,0,1,19.0,0.0,82.75,3000.0,0,0,0,0,0
0,0,1,19.7,0.0,78.16,8100.0,0,0,1,0,0
1,0,1,19.7,0.0,78.16,8100.0,0,0,1,0,0
0,1,2,19.0,0.0,82.75,5000.0,0,0,1,0,0
1,1,2,19.0,0.0,82.75,5000.0,0,0,1,0,0
0,0,2,18.0,0.0,88.1,5000.0,0,0,0,0,0
1,0,2,18.0,0.0,88.1,5000.0,0,0,0,0,0
0,0,1,18.0,0.0,88.56,8100.0,0,0,0,0,0
1,0,1,18.0,0.0,88.56,8100.0,0,0,0,0,0
0,0,1,13.0,0.1,93.65,4000.0,6,0,0,1,0
1,0,1,13.0,0.1,93.65,4000.0,6,0,0,1,0
0,0,1,13.4,0.0,94.5,3400.0,6,0,1,0,0
1,0,1,13.4,0.0,94.5,3400.0,6,0,1,0,0
0,0,1,13.4,0.0,94.5,3400.0,6,0,1,0,0
1,0,1,13.4,0.0,94.5,3400.0,6,0,1,0,0
0,0,1,15.1,0.0,92.14,3400.0,6,0,0,0,0
1,0,1,15.1,0.0,92.14,3400.0,6,0,0,0,0
0,0,1,16.0,0.0,87.93,2000.0,6,0,0,0,0
1,0,1,16.0,0.0,87.93,2000.0,6,0,0,0,0
0,0,1,17.0,0.0,88.01,3000.0,6,0,0,0,0
1,0,1,17.0,0.0,88.01,3000.0,6,0,0,0,0
0,1,1,17.2,0.0,84.79,3500.0,6,0,1,0,0
1,0,1,17.2,0.0,84.79,3500.0,6,0,1,0,0
0,1,1,16.0,0.0,93.79,3000.0,6,0,1,0,0
1,1,1,16.0,0.0,93.79,3000.0,6,0,1,0,0
0,0,1,16.0,0.0,93.79,3000.0,6,0,0,0,0
1,0,1,16.0,0.0,93.79,3000.0,6,0,0,0,0
0,0,1,16.1,0.0,88.4,4100.0,6,0,0,0,0
1,0,1,16.1,0.0,88.4,4100.0,6,0,0,0,0
0,0,1,11.0,0.0,93.55,5000.0,5,0,0,0,0
1,0,1,11.0,0.0,93.55,5000.0,5,0,0,0,0
0,0,1,11.4,0.0,94.18,8600.0,5,0,1,0,0
1,0,1,11.4,0.0,94.18,8600.0,5,0,1,0,0
0,0,1,11.4,0.0,94.18,8600.0,5,0,1,0,0
1,0,1,11.4,0.0,94.18,8600.0,5,0,1,0,0
0,1,1,12.4,0.0,87.73,9600.0,5,0,0,0,0
1,0,1,12.4,0.0,87.73,9600.0,5,0,0,0,0
0,1,1,13.0,0.0,82.01,10000.0,5,0,0,0,0
1,0,1,13.0,0.0,82.01,10000.0,5,0,0,0,0
0,1,1,14.0,0.0,82.14,10000.0,5,0,0,0,0
1,0,1,14.0,0.0,82.14,10000.0,5,0,0,0,0
0,1,1,14.0,0.0,81.58,9400.0,5,0,1,0,0
1,1,1,14.0,0.0,81.58,9400.0,5,0,1,0,0
0,1,1,14.0,0.0,82.14,7000.0,5,0,1,0,0
1,1,1,14.0,0.0,82.14,7000.0,5,0,1,0,0
0,0,1,13.0,0.0,93.65,7000.0,5,0,0,0,0
1,0,1,13.0,0.0,93.65,7000.0,5,0,0,0,0
0,0,1,13.4,0.0,87.78,8800.0,5,0,0,0,0
1,0,1,13.4,0.0,87.78,8800.0,5,0,0,0,0
0,0,1,11.0,0.0,76.36,10000.0,4,0,0,0,0
1,0,1,11.0,0.0,76.36,10000.0,4,0,0,0,0
0,0,1,11.0,0.0,75.75,10200.0,4,0,1,0,0
1,0,1,11.0,0.0,75.75,10200.0,4,0,1,0,0
0,0,1,11.0,0.0,75.75,10200.0,4,0,1,0,0
1,0,1,11.0,0.0,75.75,10200.0,4,0,1,0,0
0,0,1,12.4,0.0,67.6,10000.0,4,0,0,0,0
1,0,1,12.4,0.0,67.6,10000.0,4,0,0,0,0
0,0,1,13.0,0.0,66.93,10000.0,4,0,0,0,0
1,0,1,13.0,0.0,66.93,10000.0,4,0,0,0,0
0,0,1,14.0,0.0,67.15,10000.0,4,0,0,0,0
1,0,1,14.0,0.0,67.15,10000.0,4,0,0,0,0
0,1,1,14.4,0.0,64.34,10000.0,4,0,1,0,0
1,0,1,14.4,0.0,64.34,10000.0,4,0,1,0,0
0,1,1,14.0,0.0,62.72,10000.0,4,0,1,0,0
1,1,1,14.0,0.0,62.72,10000.0,4,0,1,0,0
0,0,1,13.0,0.0,71.66,10000.0,4,0,0,0,0
1,0,1,13.0,0.0,71.66,10000.0,4,0,0,0,0
0,0,1,13.4,0.0,74.17,9400.0,4,0,0,0,0
1,0,1,13.4,0.0,74.17,9400.0,4,0,0,0,0
0,0,1,10.0,0.2,93.5,10000.0,3,0,0,1,0
1,0,1,10.0,0.2,93.5,10000.0,3,0,0,1,0
0,0,3,10.7,0.3,84.03,10200.0,3,0,1,1,1
1,0,3,10.7,0.3,84.03,10200.0,3,0,1,1,1
0,1,3,10.7,0.3,84.03,10200.0,3,0,1,1,1
1,1,3,10.7,0.3,84.03,10200.0,3,0,1,1,1
0,0,1,10.4,0.1,87.82,6000.0,3,0,0,1,0
1,0,1,10.4,0.1,87.82,6000.0,3,0,0,1,0
0,0,1,12.0,0.0,71.47,10000.0,3,0,0,0,0
1,0,1,12.0,0.0,71.47,10000.0,3,0,0,0,0
0,0,1,13.0,0.0,66.93,10000.0,3,0,0,0,0
1,0,1,13.0,0.0,66.93,10000.0,3,0,0,0,0
0,0,1,12.7,0.0,70.15,10000.0,3,0,1,0,0
1,0,1,12.7,0.0,70.15,10000.0,3,0,1,0,0
0,1,1,12.0,0.0,71.47,10000.0,3,0,1,0,0
1,1,1,12.0,0.0,71.47,10000.0,3,0,1,0,0
0,0,1,12.0,0.0,71.47,10000.0,3,0,0,0,0
1,0,1,12.0,0.0,71.47,10000.0,3,0,0,0,0
0,0,1,12.0,0.0,68.49,10000.0,3,0,0,0,0
1,0,1,12.0,0.0,68.49,10000.0,3,0,0,0,0
0,0,1,20.0,0.1,88.27,7000.0,2,0,0,1,0
1,0,1,20.0,0.1,88.27,7000.0,2,0,0,1,0
0,0,1,19.4,0.0,84.5,10200.0,2,0,1,0,0
1,1,1,19.4,0.0,84.5,10200.0,2,0,1,0,0
0,1,1,19.4,0.0,84.5,10200.0,2,0,1,0,0
1,1,1,19.4,0.0,84.5,10200.0,2,0,1,0,0
0,0,1,18.1,0.1,78.26,10000.0,2,0,0,1,0
1,0,1,18.1,0.1,78.26,10000.0,2,0,0,1,0
0,0,1,15.0,0.1,82.26,10000.0,2,0,0,1,0
1,0,1,15.0,0.1,82.26,10000.0,2,0,0,1,0
0,0,1,14.0,0.0,82.14,10000.0,2,0,0,0,0
1,0,1,14.0,0.0,82.14,10000.0,2,0,0,0,0
0,0,1,14.4,0.0,82.73,10000.0,2,0,1,0,0
1,0,1,14.4,0.0,82.73,10000.0,2,0,1,0,0
0,1,1,14.0,0.0,76.84,10000.0,2,0,1,0,0
1,1,1,14.0,0.0,76.84,10000.0,2,0,1,0,0
0,0,1,13.0,0.0,82.01,10000.0,2,0,0,0,0
1,0,1,13.0,0.0,82.01,10000.0,2,0,0,0,0
0,0,1,12.5,0.0,87.65,10000.0,2,0,0,0,0
1,0,1,12.5,0.0,87.65,10000.0,2,0,0,0,0
0,0,1,20.0,0.0,100.0,3000.0,1,0,0,0,0
1,0,1,20.0,0.0,100.0,3000.0,1,0,0,0,0
0,0,3,20.4,0.5,96.55,7300.0,1,0,1,1,1
1,1,3,20.4,0.5,96.55,7300.0,1,0,1,1,1
0,1,3,20.4,0.5,96.55,7300.0,1,0,1,1,1
1,1,3,20.4,0.5,96.55,7300.0,1,0,1,1,1
0,0,3,23.8,0.3,81.33,8100.0,1,0,0,1,0
1,0,3,23.8,0.3,81.33,8100.0,1,0,0,1,0
0,0,3,24.0,0.3,78.35,8000.0,1,0,0,1,0
1,0,3,24.0,0.3,78.35,8000.0,1,0,0,1,0
0,0,1,25.0,0.1,69.36,10000.0,1,0,0,1,0
1,0,1,25.0,0.1,69.36,10000.0,1,0,0,1,0
0,1,2,24.0,0.1,77.05,10000.0,1,0,1,1,1
1,0,2,24.0,0.1,77.05,10000.0,1,0,1,1,1
0,1,0,24.0,0.0,73.63,10000.0,1,0,1,0,0
1,0,0,24.0,0.0,73.63,10000.0,1,0,1,0,0
0,0,2,22.0,0.0,83.11,10000.0,1,0,0,0,0
1,0,2,22.0,0.0,83.11,10000.0,1,0,0,0,0
0,0,3,21.0,0.8,88.76,9400.0,1,0,0,1,0
1,0,3,21.0,0.8,88.76,9400.0,1,0,0,1,0
0,0,2,20.0,0.0,88.27,4000.0,0,0,0,0,0
1,0,2,20.0,0.0,88.27,4000.0,0,0,0,0,0
0,1,1,20.1,0.0,92.87,7900.0,0,0,1,0,0
1,1,1,20.1,0.0,92.87,7900.0,0,0,1,0,0
0,1,1,20.1,0.0,92.87,7900.0,0,0,1,0,0
1,1,1,20.1,0.0,92.87,7900.0,0,0,1,0,0
0,0,1,20.8,0.1,92.88,4100.0,0,0,0,1,0
1,0,1,20.8,0.1,92.88,4100.0,0,0,0,1,0
0,0,3,23.0,0.3,78.21,6000.0,0,0,0,1,0
1,0,3,23.0,0.3,78.21,6000.0,0,0,0,1,0
0,0,2,24.0,0.1,73.63,9000.0,0,0,0,1,0
1,0,2,24.0,0.1,73.63,9000.0,0,0,0,1,0
0,0,2,25.0,0.0,72.39,10200.0,0,0,1,0,0
1,0,2,25.0,0.0,72.39,10200.0,0,0,1,0,0
0,1,2,24.0,0.0,73.63,10000.0,0,0,1,0,0
1,1,2,24.0,0.0,73.63,10000.0,0,0,1,0,0
0,0,2,22.0,0.0,83.11,7000.0,0,0,0,0,0
1,0,2,22.0,0.0,83.11,7000.0,0,0,0,0,0
0,0,2,21.0,0.0,92.24,8400.0,0,0,0,0,0
1,0,2,21.0,0.0,92.24,8400.0,0,0,0,0,0
0,0,1,19.0,0.0,93.93,3000.0,6,0,0,0,0
1,0,1,19.0,0.0,93.93,3000.0,6,0,0,0,0
0,0,1,19.5,0.0,94.77,7600.0,6,0,1,0,0
1,0,1,19.5,0.0,94.77,7600.0,6,0,1,0,0
0,0,1,19.5,0.0,94.77,7600.0,6,0,1,0,0
1,0,1,19.5,0.0,94.77,7600.0,6,0,1,0,0
0,0,1,21.1,0.0,89.08,8100.0,6,0,0,0,0
1,0,1,21.1,0.0,89.08,8100.0,6,0,0,0,0
0,0,1,22.0,0.1,83.11,4000.0,6,0,0,1,0
1,0,1,22.0,0.1,83.11,4000.0,6,0,0,1,0
0,0,1,24.0,0.1,73.63,5000.0,6,0,0,1,0
1,0,1,24.0,0.1,73.63,5000.0,6,0,0,1,0
0,1,1,24.4,0.0,73.75,9000.0,6,0,1,0,0
1,0,1,24.4,0.0,73.75,9000.0,6,0,1,0,0
0,1,2,24.0,0.0,73.63,7000.0,6,0,1,0,0
1,1,2,24.0,0.0,73.63,7000.0,6,0,1,0,0
0,0,2,22.0,0.0,78.06,8000.0,6,0,0,0,0
1,0,2,22.0,0.0,78.06,8000.0,6,0,0,0,0
0,0,2,20.7,0.0,89.64,9100.0,6,0,0,0,0
1,0,2,20.7,0.0,89.64,9100.0,6,0,0,0,0
0,0,2,20.0,0.0,93.97,5000.0,5,0,0,0,0
1,0,2,20.0,0.0,93.97,5000.0,5,0,0,0,0
0,0,1,20.1,0.0,96.99,7300.0,5,0,1,0,0
1,0,1,20.1,0.0,96.99,7300.0,5,0,1,0,0
0,0,1,20.1,0.0,96.99,7300.0,5,0,1,0,0
1,0,1,20.1,0.0,96.99,7300.0,5,0,1,0,0
0,1,1,20.5,0.0,95.75,3500.0,5,0,0,0,0
1,0,1,20.5,0.0,95.75,3500.0,5,0,0,0,0
0,1,1,20.0,0.0,93.97,3000.0,5,0,0,0,0
1,0,1,20.0,0.0,93.97,3000.0,5,0,0,0,0
0,1,1,22.0,0.1,83.11,5000.0,5,0,0,1,0
1,0,1,22.0,0.1,83.11,5000.0,5,0,0,1,0
0,1,2,23.1,0.0,80.56,9300.0,5,0,1,0,0
1,1,2,23.1,0.0,80.56,9300.0,5,0,1,0,0
0,1,1,22.0,0.0,83.11,7000.0,5,0,1,0,0
1,1,1,22.0,0.0,83.11,7000.0,5,0,1,0,0
0,0,0,20.0,0.0,93.97,6000.0,5,0,0,0,0
1,0,0,20.0,0.0,93.97,6000.0,5,0,0,0,0
0,0,1,19.8,0.0,90.82,8400.0,5,0,0,0,0
1,0,1,19.8,0.0,90.82,8400.0,5,0,0,0,0
0,0,1,19.0,0.0,88.19,3000.0,4,0,0,0,0
1,0,1,19.0,0.0,88.19,3000.0,4,0,0,0,0
0,0,1,19.4,0.0,94.67,7700.0,4,0,1,0,0
1,0,1,19.4,0.0,94.67,7700.0,4,0,1,0,0
0,0,1,19.4,0.0,94.67,7700.0,4,0,1,0,0
1,0,1,19.4,0.0,94.67,7700.0,4,0,1,0,0
0,0,2,22.0,0.1,82.59,8100.0,4,0,0,1,0
1,0,2,22.0,0.1,82.59,8100.0,4,0,0,1,0
0,0,1,23.0,0.0,73.46,5000.0,4,0,0,0,0
1,0,1,23.0,0.0,73.46,5000.0,4,0,0,0,0
0,0,1,23.0,0.0,78.21,5000.0,4,0,0,0,0
1,0,1,23.0,0.0,78.21,5000.0,4,0,0,0,0
0,1,2,24.2,0.0,70.88,8600.0,4,0,1,0,0
1,0,2,24.2,0.0,70.88,8600.0,4,0,1,0,0
0,1,2,23.0,0.0,78.21,4000.0,4,0,1,0,0
1,1,2,23.0,0.0,78.21,4000.0,4,0,1,0,0
0,0,1,22.0,0.0,83.11,4000.0,4,0,0,0,0
1,0,1,22.0,0.0,83.11,4000.0,4,0,0,0,0
0,0,1,22.0,0.0,84.37,8800.0,4,0,0,0,0
1,0,1,22.0,0.0,84.37,8800.0,4,0,0,0,0
0,0,2,19.0,0.0,82.75,5000.0,3,0,0,0,0
1,0,2,19.0,0.0,82.75,5000.0,3,0,0,0,0
0,0,1,18.4,0.0,90.44,4000.0,3,0,1,0,0
1,0,1,18.4,0.0,90.44,4000.0,3,0,1,0,0
0,1,1,18.4,0.0,90.44,4000.0,3,0,1,0,0
1,1,1,18.4,0.0,90.44,4000.0,3,0,1,0,0
0,0,2,20.0,0.0,81.4,8800.0,3,0,0,0,0
1,0,2,20.0,0.0,81.4,8800.0,3,0,0,0,0
0,0,2,21.0,0.0,68.58,6000.0,3,0,0,0,0
1,0,2,21.0,0.0,68.58,6000.0,3,0,0,0,0
0,0,1,21.0,0.0,68.58,5000.0,3,0,0,0,0
1,0,1,21.0,0.0,68.58,5000.0,3,0,0,0,0
0,0,1,21.8,0.0,72.52,8400.0,3,0,1,0,0
1,0,1,21.8,0.0,72.52,8400.0,3,0,1,0,0
0,1,1,22.0,0.0,68.77,5000.0,3,0,1,0,0
1,1,1,22.0,0.0,68.77,5000.0,3,0,1,0,0
0,0,1,21.0,0.0,77.92,5000.0,3,0,0,0,0
1,0,1,21.0,0.0,77.92,5000.0,3,0,0,0,0
0,0,1,20.3,0.0,86.01,8000.0,3,0,0,0,0
1,0,1,20.3,0.0,86.01,8000.0,3,0,0,0,0
0,0,2,15.0,0.0,87.84,5000.0,2,0,0,0,0
1,0,2,15.0,0.0,87.84,5000.0,2,0,0,0,0
0,0,0,15.4,0.0,90.06,4000.0,2,0,1,0,0
1,1,0,15.4,0.0,90.06,4000.0,2,0,1,0,0
0,1,0,15.4,0.0,90.06,4000.0,2,0,1,0,0
1,1,0,15.4,0.0,90.06,4000.0,2,0,1,0,0
0,0,2,19.8,0.0,77.14,4400.0,2,0,0,0,0
1,0,2,19.8,0.0,77.14,4400.0,2,0,0,0,0
0,0,2,21.0,0.0,68.58,5000.0,2,0,0,0,0
1,0,2,21.0,0.0,68.58,5000.0,2,0,0,0,0
0,0,2,25.0,0.0,50.46,10000.0,2,0,0,0,0
1,0,2,25.0,0.0,50.46,10000.0,2,0,0,0,0
0,0,2,24.7,0.0,54.17,10200.0,2,0,1,0,0
1,0,2,24.7,0.0,54.17,10200.0,2,0,1,0,0
0,1,2,24.0,0.0,53.58,10000.0,2,0,1,0,0
1,1,2,24.0,0.0,53.58,10000.0,2,0,1,0,0
0,0,1,21.0,0.0,73.11,10000.0,2,0,0,0,0
1,0,1,21.0,0.0,73.11,10000.0,2,0,0,0,0
0,0,2,19.3,0.0,84.85,9400.0,2,0,0,0,0
1,0,2,19.3,0.0,84.85,9400.0,2,0,0,0,0
0,0,2,14.0,0.0,93.7,5000.0,1,0,0,0,0
1,0,2,14.0,0.0,93.7,5000.0,1,0,0,0,0
0,0,0,14.4,0.0,95.75,3300.0,1,0,1,0,0
1,1,0,14.4,0.0,95.75,3300.0,1,0,1,0,0
0,1,0,14.4,0.0,95.75,3300.0,1,0,1,0,0
1,1,0,14.4,0.0,95.75,3300.0,1,0,1,0,0
0,0,0,19.4,0.0,72.7,8300.0,1,0,0,0,0
1,0,0,19.4,0.0,72.7,8300.0,1,0,0,0,0
0,0,0,23.0,0.0,49.93,9000.0,1,0,0,0,0
1,0,0,23.0,0.0,49.93,9000.0,1,0,0,0,0
0,0,2,24.0,0.0,44.01,8000.0,1,0,0,0,0
1,0,2,24.0,0.0,44.01,8000.0,1,0,0,0,0
0,1,2,24.4,0.0,44.38,9300.0,1,0,1,0,0
1,0,2,24.4,0.0,44.38,9300.0,1,0,1,0,0
0,1,2,23.0,0.0,49.93,7000.0,1,0,1,0,0
1,0,2,23.0,0.0,49.93,7000.0,1,0,1,0,0
0,0,2,20.0,0.0,56.16,6000.0,1,0,0,0,0
1,0,2,20.0,0.0,56.16,6000.0,1,0,0,0,0
0,0,0,18.4,0.0,76.38,8400.0,1,0,0,0,0
1,0,0,18.4,0.0,76.38,8400.0,1,0,0,0,0
0,0,0,14.0,0.0,82.14,5000.0,0,0,0,0,0
1,0,0,14.0,0.0,82.14,5000.0,0,0,0,0,0
0,1,0,13.1,0.0,93.28,4000.0,0,0,1,0,0
1,1,0,13.1,0.0,93.28,4000.0,0,0,1,0,0
0,1,0,13.1,0.0,93.28,4000.0,0,0,1,0,0
1,1,0,13.1,0.0,93.28,4000.0,0,0,1,0,0
0,0,2,18.7,0.0,71.73,8600.0,0,0,0,0,0
1,0,2,18.7,0.0,71.73,8600.0,0,0,0,0,0
0,0,2,21.0,0.0,56.41,10000.0,0,0,0,0,0
1,0,2,21.0,0.0,56.41,10000.0,0,0,0,0,0
0,0,2,23.0,0.0,53.32,8000.0,0,0,0,0,0
1,0,2,23.0,0.0,53.32,8000.0,0,0,0,0,0
0,0,2,23.0,0.0,54.93,9900.0,0,0,1,0,0
1,0,2,23.0,0.0,54.93,9900.0,0,0,1,0,0
0,1,2,22.0,0.0,56.66,9000.0,0,0,1,0,0
1,1,2,22.0,0.0,56.66,9000.0,0,0,1,0,0
0,0,2,19.0,0.0,68.18,6000.0,0,0,0,0,0
1,0,2,19.0,0.0,68.18,6000.0,0,0,0,0,0
0,0,0,18.0,0.0,83.27,8800.0,0,0,0,0,0
1,0,0,18.0,0.0,83.27,8800.0,0,0,0,0,0
0,0,2,12.0,0.0,87.57,4000.0,6,0,0,0,0
1,0,2,12.0,0.0,87.57,4000.0,6,0,0,0,0
0,0,0,12.8,0.0,93.67,3700.0,6,0,1,0,0
1,0,0,12.8,0.0,93.67,3700.0,6,0,1,0,0
0,0,0,12.8,0.0,93.67,3700.0,6,0,1,0,0
1,0,0,12.8,0.0,93.67,3700.0,6,0,1,0,0
0,0,0,18.8,0.0,60.26,9000.0,6,0,0,0,0
1,0,0,18.8,0.0,60.26,9000.0,6,0,0,0,0
0,0,0,22.0,0.0,37.92,10000.0,6,0,0,0,0
1,0,0,22.0,0.0,37.92,10000.0,6,0,0,0,0
0,0,0,23.0,0.0,35.69,10000.0,6,0,0,0,0
1,0,0,23.0,0.0,35.69,10000.0,6,0,0,0,0
0,1,0,23.0,0.0,35.8,10200.0,6,0,1,0,0
1,0,0,23.0,0.0,35.8,10200.0,6,0,1,0,0
0,1,2,22.0,0.0,35.4,10000.0,6,0,1,0,0
1,1,2,22.0,0.0,35.4,10000.0,6,0,1,0,0
0,0,2,17.0,0.0,63.4,6000.0,6,0,0,0,0
1,0,2,17.0,0.0,63.4,6000.0,6,0,0,0,0
0,0,0,16.3,0.0,68.94,9100.0,6,0,0,0,0
1,0,0,16.3,0.0,68.94,9100.0,6,0,0,0,0
0,0,0,12.0,0.0,81.88,5000.0,5,0,0,0,0
1,0,0,12.0,0.0,81.88,5000.0,5,0,0,0,0
0,0,0,10.1,0.0,95.98,3400.0,5,0,1,0,0
1,0,0,10.1,0.0,95.98,3400.0,5,0,1,0,0
0,0,0,10.1,0.0,95.98,3400.0,5,0,1,0,0
1,0,0,10.1,0.0,95.98,3400.0,5,0,1,0,0
0,1,0,18.1,0.0,63.81,9300.0,5,0,0,0,0
1,0,0,18.1,0.0,63.81,9300.0,5,0,0,0,0
0,1,0,21.0,0.0,43.17,10000.0,5,0,0,0,0
1,0,0,21.0,0.0,43.17,10000.0,5,0,0,0,0
0,1,2,22.0,0.0,43.45,9000.0,5,0,0,0,0
1,0,2,22.0,0.0,43.45,9000.0,5,0,0,0,0
0,1,0,22.0,0.0,43.17,9900.0,5,0,1,0,0
